net,length_um
genblk1.pcpi_mul.rs2\[21\],172.1
_14059_,172.06
_08589_,171.99
_09820_,171.94
irq_mask\[29\],171.92
_07143_,171.84
_06161_,171.82
_05850_,171.74
_03084_,171.66
_02817_,171.37
_01672_,171.355
_05766_,171.32
genblk1.pcpi_mul.rs2\[19\],171.19
alu_out\[27\],171.1
_01636_,171.07
_11833_,171.05
_13865_,171.05
_09362_,170.92
irq_mask\[22\],170.87
_11499_,170.84
_08271_,170.74
_10166_,170.73
genblk1.pcpi_mul.rd\[41\],170.72
_07112_,170.68
_14505_,170.68
_10979_,170.53
_08563_,170.3
_06417_,170.28
_06617_,170.08
_11046_,170
_03324_,169.76
_05466_,169.74
mem_rdata_q\[20\],169.7
_03208_,169.54
_07559_,169.52
_14025_,169.44
genblk1.pcpi_mul.rs1\[9\],169.44
_10997_,169.37
_08706_,169.3
genblk1.pcpi_mul.rs2\[22\],169.29
decoded_imm\[13\],169.095
_10986_,169.04
_08143_,169.02
_07848_,168.98
_10894_,168.95
_10270_,168.93
net376,168.93
_10302_,168.92
_08761_,168.9
_11098_,168.875
_05170_,168.74
decoded_rd\[4\],168.68
_00077_,168.66
_10098_,168.66
_12639_,168.64
_08481_,168.21
_03408_,168.135
_10060_,168.04
_10495_,167.94
genblk1.pcpi_mul.rs1\[6\],167.94
mem_rdata_q\[16\],167.88
_09336_,167.795
_08335_,167.585
_10975_,167.54
_07719_,167.29
_08554_,167.225
_00075_,167.045
net209,166.76
_01874_,166.755
net82,166.7
_11282_,166.51
_05759_,166.4
_08826_,166.28
_09622_,166.28
irq_mask\[3\],166.26
_14294_,166.2
_08605_,166.15
_00092_,166.14
_10907_,166.12
_13933_,166
irq_pending\[16\],165.95
_10934_,165.895
_09675_,165.88
_12908_,165.81
_09557_,165.78
_05837_,165.62
_08515_,165.62
_08897_,165.62
_07679_,165.615
_14373_,165.565
decoded_imm\[7\],165.52
_09058_,165.4
net222,165.18
_12109_,165.04
_09366_,164.96
_13918_,164.835
irq_mask\[19\],164.74
_00011_,164.705
net332,164.48
_09300_,164.43
net176,164.38
instr_ecall_ebreak,164.16
_05560_,163.96
irq_pending\[15\],163.96
_06653_,163.92
_06435_,163.9
_07874_,163.6
_10087_,163.6
_10278_,163.5
_03082_,163.4
_07585_,163.4
_06739_,163.28
_00074_,163.265
_05018_,163.26
_09588_,163.13
_09556_,163.12
_11169_,163.1
net24,163
_09167_,162.86
_14497_,162.585
_05870_,162.4
_00076_,162.38
_08641_,162.34
_05527_,162.32
_07866_,162.26
cpuregs\[1\]\[25\],162.24
_14516_,162.225
_13085_,162.04
_05404_,161.98
_10985_,161.9
decoded_imm\[16\],161.88
_08327_,161.805
net223,161.8
_10249_,161.47
mem_rdata_q\[7\],161.47
_06592_,161.44
_10135_,161.36
_02088_,161.32
_11740_,161.2
_05208_,161.195
net1,161.19
_08819_,161.18
_14151_,161.07
_08586_,160.94
_13847_,160.91
_05481_,160.74
net55,160.69
_02012_,160.66
_11093_,160.62
_13980_,160.575
alu_out\[25\],160.48
_14113_,160.42
_09057_,160.29
_06223_,160.26
_06460_,160.24
_13934_,160.18
_05157_,160.14
genblk1.pcpi_mul.rs1\[5\],160.06
_08548_,160.03
_13931_,159.78
_08736_,159.7
_08845_,159.68
_05258_,159.58
_09250_,159.56
net251,159.56
_08820_,159.5
_01977_,159.38
_11289_,159.32
_05478_,159.14
_11455_,159.03
_10126_,158.98
_11285_,158.94
net86,158.94
clknet_leaf_2_clk,158.905
_07934_,158.8
genblk1.pcpi_mul.rd\[40\],158.78
net171,158.68
net207,158.68
_08566_,158.52
_08459_,158.49
net25,158.04
_08416_,157.86
_05844_,157.8
_06616_,157.78
_10504_,157.71
_11238_,157.62
_10258_,157.5
_05427_,157.48
_12622_,157.44
_10173_,157.4
_14495_,157.12
_11676_,157.04
mem_rdata_q\[11\],157.04
_03332_,157.02
_09476_,157
_06583_,156.98
_08742_,156.78
_06643_,156.74
_10987_,156.635
decoded_imm\[17\],156.62
_14204_,156.6
_02924_,156.55
net243,156.44
_10654_,156.34
_11005_,156.1
alu_out\[15\],156.1
_08313_,155.975
irq_pending\[12\],155.96
_14293_,155.86
_05923_,155.85
_14164_,155.85
_07856_,155.82
_10204_,155.8
_14431_,155.715
_13759_,155.62
_10047_,155.6
_06182_,155.56
_07271_,155.48
net184,155.46
_08704_,155.34
_03642_,155.29
decoded_imm\[3\],155.27
clknet_leaf_162_clk,155.27
_11153_,155.18
_09977_,155.06
_08878_,155
_04919_,154.92
irq_mask\[6\],154.9
_08725_,154.88
_11952_,154.84
_07100_,154.7
_02573_,154.61
_10019_,154.52
_09613_,154.4
is_sb_sh_sw,154.4
_07892_,154.22
_10989_,154.08
irq_mask\[15\],154.08
net22,154.01
_07871_,154
_05380_,153.98
_10899_,153.95
net78,153.88
_05695_,153.81
_14026_,153.7
reg_pc\[19\],153.68
_05363_,153.65
irq_state\[1\],153.56
_06729_,153.54
_07988_,153.255
_09780_,153.23
_05798_,153.14
_02028_,153.12
_11847_,153.11
irq_mask\[18\],153.02
net242,153
_07587_,152.96
net245,152.96
_10988_,152.94
_07583_,152.88
_08717_,152.62
net98,152.28
_09285_,152.275
_07586_,152.16
_10649_,152.16
net68,151.98
_07589_,151.94
clknet_leaf_11_clk,151.8
_10014_,151.76
_03206_,151.74
_08581_,151.655
_07582_,151.5
_13081_,151.405
reg_out\[23\],151.16
_08744_,151.14
net252,151.04
_09044_,150.9
_10493_,150.84
irq_mask\[31\],150.72
genblk1.pcpi_mul.rs1\[13\],150.54
_08519_,150.52
_07104_,150.5
_10209_,150.46
_11857_,150.41
_14169_,150.36
net66,150.36
_03066_,150.27
_08290_,150.22
irq_mask\[14\],150.2
_06588_,150.18
_10651_,150.03
clknet_leaf_101_clk,150.015
_07221_,149.94
_07139_,149.83
_09927_,149.8
_05874_,149.74
irq_mask\[10\],149.72
clknet_leaf_87_clk,149.64
net206,149.6
irq_mask\[4\],149.54
_05638_,149.48
_07722_,149.45
_08814_,149.345
_11975_,149.27
decoded_imm\[14\],149.17
clknet_leaf_90_clk,149.12
alu_out\[16\],149.045
_05285_,148.98
cpuregs\[2\]\[25\],148.84
clknet_leaf_67_clk,148.81
_14296_,148.76
_04148_,148.75
_14407_,148.7
net385,148.64
_08698_,148.4
_11217_,148.36
net70,148.36
_08633_,148.28
_05429_,148.16
_10427_,148.06
_10439_,148.02
_10163_,147.96
_06623_,147.905
_07576_,147.89
clknet_leaf_0_clk,147.82
_01854_,147.66
_03386_,147.66
irq_mask\[7\],147.62
genblk1.pcpi_mul.rd\[39\],147.58
alu_out\[17\],147.56
_05412_,147.5
_08337_,147.46
reg_out\[21\],147.4
_08682_,147.36
_08325_,147.3
_11170_,147.28
_02760_,147.16
_06693_,146.98
_09323_,146.88
_14312_,146.765
_10282_,146.74
_08496_,146.72
_14231_,146.59
genblk1.pcpi_mul.rs2\[9\],146.54
_05277_,146.26
_13761_,146.25
_12070_,146.21
_14594_,146.155
_02443_,145.96
_05129_,145.8
genblk1.pcpi_mul.rs1\[14\],145.78
irq_pending\[4\],145.75
_12847_,145.6
_04839_,145.56
_10892_,145.46
_14147_,145.22
_02050_,145.21
_05859_,145.2
_13762_,145.08
_02284_,145.06
_10291_,145.06
_06080_,144.775
alu_out\[29\],144.635
_11319_,144.52
_01648_,144.46
_11836_,144.46
net17,144.46
_07210_,144.42
_08537_,144.42
_01654_,144.4
net71,144.4
_08686_,144.34
_08783_,144.3
_08411_,144.11
reg_pc\[31\],144.04
net58,144.025
clknet_leaf_145_clk,144
_08741_,143.98
_01571_,143.96
_06562_,143.96
irq_mask\[30\],143.9
alu_out\[21\],143.805
_14191_,143.71
_08541_,143.64
_08769_,143.505
_08738_,143.48
_09178_,143.32
_05773_,143.13
net246,142.98
_06001_,142.94
_14657_,142.9
mem_rdata_q\[10\],142.82
_08372_,142.68
_06055_,142.54
_14125_,142.54
_08476_,142.44
net331,142.28
_06341_,142.21
_14709_,142.2
net20,142.12
_09242_,142.08
_14246_,142.06
_14119_,141.96
clknet_leaf_31_clk,141.955
_05295_,141.92
_05372_,141.86
cpuregs\[12\]\[24\],141.68
_04929_,141.54
_08570_,141.52
net185,141.34
_05161_,141.28
_09165_,141.26
_09198_,141.08
_13222_,140.98
_04838_,140.96
_08601_,140.87
_13601_,140.84
_11084_,140.82
_08627_,140.71
_08264_,140.66
clknet_leaf_85_clk,140.62
net80,140.56
clknet_leaf_38_clk,140.5
_06560_,140.48
_14335_,140.4
irq_mask\[28\],140.36
_10445_,140.34
_08354_,140.3
irq_pending\[22\],140.285
_10905_,140.19
_03721_,140.18
_10884_,140.13
_10201_,140.12
_10888_,140.12
clknet_3_0_0_clk,140.1
net18,140.08
_14529_,139.96
net19,139.9
_03164_,139.7
_06034_,139.7
net29,139.68
_08695_,139.66
_09163_,139.66
_06521_,139.54
_08908_,139.4
_13862_,139.4
_08332_,139.32
clknet_3_7_0_clk,139.27
reg_pc\[8\],139.145
genblk1.pcpi_mul.rs1\[23\],139.105
_14155_,138.95
_03489_,138.94
_09289_,138.88
_12800_,138.72
_10629_,138.71
_11009_,138.71
_11881_,138.62
_09156_,138.54
_02903_,138.4
_11226_,138.28
_08997_,138.27
_01921_,138.24
_08383_,138.19
irq_pending\[10\],138.18
_11850_,138.14
_11646_,138.1
net199,138.02
net394,138
clknet_leaf_37_clk,137.96
_03039_,137.92
reg_pc\[5\],137.9
_07700_,137.88
decoded_imm\[4\],137.69
clknet_3_1_0_clk,137.66
_05857_,137.62
_10689_,137.6
_14537_,137.6
net225,137.56
_13772_,137.35
_07569_,137.32
_14201_,137.32
net193,137.31
_02929_,137.22
net160,137.22
_08301_,137.16
_14341_,137.125
clknet_leaf_58_clk,137.12
net248,137.08
irq_mask\[13\],136.93
_07713_,136.92
_02185_,136.84
_12674_,136.7
_12236_,136.64
alu_out\[31\],136.605
_08322_,136.52
irq_pending\[17\],136.46
_05311_,136.44
_06736_,136.44
net23,136.36
_08618_,136.31
net200,136.26
_08837_,136.23
_12676_,136.2
_00644_,136.165
_12760_,136.1
_12790_,136.1
_12235_,136.06
genblk1.pcpi_mul.rs1\[22\],135.99
_11052_,135.98
_10294_,135.745
_11154_,135.74
_12309_,135.56
_07566_,135.26
_11278_,135.26
_04846_,135.18
_00005_,135.005
_11160_,134.96
clknet_leaf_77_clk,134.96
_12185_,134.9
_09894_,134.86
net89,134.86
clknet_3_3_0_clk,134.8
net79,134.68
alu_out\[0\],134.665
_11886_,134.64
_05178_,134.58
_13603_,134.32
_05140_,134.18
_06614_,134.135
_07992_,134.12
_14061_,134.04
_03481_,134.02
_08813_,134
_12888_,133.96
_13569_,133.83
_10253_,133.78
genblk1.pcpi_mul.rs2\[14\],133.72
_07558_,133.62
_07571_,133.59
clknet_3_4_0_clk,133.43
_08460_,133.4
_02545_,133.38
_03441_,133.32
_05336_,133.32
irq_pending\[18\],133.14
clknet_leaf_128_clk,133.14
_08693_,133.09
clknet_3_6_0_clk,132.92
_05784_,132.86
net88,132.86
_06510_,132.85
_06945_,132.84
_02398_,132.72
_06824_,132.61
clknet_leaf_30_clk,132.58
_06596_,132.36
net16,132.36
clknet_leaf_179_clk,132.36
_09505_,132.3
clknet_3_5_0_clk,132.28
_10471_,132.12
_06531_,131.94
_14111_,131.875
_01760_,131.84
_08387_,131.8
_14504_,131.78
_09308_,131.74
_10273_,131.39
net69,131.36
_14632_,131.22
_11172_,131.14
_03509_,131.1
is_jalr_addi_slti_sltiu_xori_ori_andi,131.1
_10906_,131.02
_02099_,131
_10243_,130.8
is_lui_auipc_jal,130.68
net65,130.66
_11228_,130.64
_12177_,130.6
_10468_,130.59
_10999_,130.32
_05197_,130.28
_14415_,130.18
_09901_,130.16
_12392_,130.09
_05955_,130.06
_11235_,130.04
clknet_leaf_3_clk,129.9
_13604_,129.83
mem_rdata_q\[9\],129.8
_03067_,129.7
decoded_imm_uj\[20\],129.62
_02047_,129.6
_02707_,129.555
_05745_,129.54
_05853_,129.32
net28,129.32
_01829_,129.28
net260,129.26
_05131_,129.12
_06619_,129.08
_03430_,128.98
clknet_leaf_20_clk,128.98
_08288_,128.94
clknet_leaf_88_clk,128.92
_09548_,128.89
_14154_,128.85
_14363_,128.74
_12633_,128.695
_04965_,128.6
_10514_,128.48
clknet_3_2_0_clk,128.46
reg_pc\[13\],128.42
_02514_,128.4
_10632_,128.34
_08352_,128.3
_03307_,128.235
_05431_,128.215
_02254_,128.06
irq_pending\[19\],128.06
_10330_,128.005
net92,127.96
_10054_,127.94
_10240_,127.9
_10547_,127.9
_07849_,127.88
reg_next_pc\[19\],127.82
net244,127.74
_06554_,127.64
_06579_,127.64
_14733_,127.625
net258,127.6
_05320_,127.56
_06613_,127.54
_13440_,127.54
_14187_,127.41
_08404_,127.4
_02086_,127.33
_08917_,127.31
_06538_,127.28
net241,127.28
_09779_,127.18
genblk1.pcpi_mul.rs2\[8\],127.14
_09052_,127.12
_06529_,127.08
_09432_,127.025
is_slli_srli_srai,126.96
_02476_,126.94
reg_pc\[7\],126.9
_05930_,126.86
net12,126.86
_10268_,126.84
_02578_,126.76
_08638_,126.74
_08828_,126.64
_06041_,126.58
_01745_,126.4
_10741_,126.14
_05864_,126.06
alu_shl\[18\],126.06
_14143_,126.03
_07581_,125.82
clknet_leaf_54_clk,125.7
_05825_,125.66
alu_out\[26\],125.625
_00001_,125.605
_11042_,125.54
_14165_,125.5
_09209_,125.36
_05416_,125.27
_06784_,125.24
_07172_,125.24
_08922_,125.18
_10326_,125.06
_04909_,124.9
_08729_,124.9
net210,124.74
_11503_,124.67
_06585_,124.66
_10932_,124.66
_10476_,124.62
_08790_,124.56
_05487_,124.42
_05127_,124.32
_06551_,124.315
clknet_leaf_45_clk,124.28
_05624_,124.1
_06632_,124.1
_06542_,124.07
_06534_,124.06
net76,124.06
_08278_,124
_07563_,123.92
_10306_,123.9
reg_pc\[26\],123.86
_05470_,123.82
clknet_leaf_72_clk,123.8
_02374_,123.58
clknet_leaf_134_clk,123.54
_06595_,123.42
_10157_,123.4
clknet_leaf_51_clk,123.28
_06547_,123.14
_08436_,123.12
_13925_,123.12
_10539_,123.08
_07686_,123
_05444_,122.96
clknet_leaf_125_clk,122.94
clknet_leaf_163_clk,122.94
net198,122.9
net21,122.88
_02090_,122.8
_03444_,122.72
_13983_,122.68
_07617_,122.54
_13915_,122.43
_08996_,122.4
clknet_leaf_126_clk,122.37
_02884_,122.34
_08418_,122.3
irq_pending\[24\],122.12
clknet_leaf_65_clk,122.12
_07919_,122.035
reg_pc\[22\],122
_05418_,121.92
_06556_,121.88
_12339_,121.78
_12733_,121.76
clknet_leaf_93_clk,121.68
clknet_leaf_84_clk,121.66
_11141_,121.62
_13078_,121.62
_12117_,121.52
_07949_,121.5
irq_mask\[16\],121.48
_09784_,121.425
clknet_leaf_118_clk,121.42
_10543_,121.24
latched_is_lh,121.22
clknet_leaf_170_clk,121.22
_08677_,120.96
net14,120.92
clknet_leaf_146_clk,120.84
clknet_leaf_48_clk,120.82
_09251_,120.76
_13926_,120.74
clknet_leaf_82_clk,120.7
_05678_,120.6
_11290_,120.6
net257,120.56
_06150_,120.54
_10265_,120.54
reg_pc\[30\],120.48
_02708_,120.45
_13914_,120.44
_12533_,120.42
_06565_,120.28
clknet_leaf_115_clk,120.22
_01574_,120.16
_05346_,120.08
_09828_,120.08
clknet_leaf_63_clk,120.06
_07840_,120.04
_05465_,119.98
_10982_,119.98
mem_rdata_q\[8\],119.805
_01995_,119.7
_12062_,119.62
clknet_leaf_169_clk,119.56
_07618_,119.48
_12570_,119.46
_14313_,119.44
_08994_,119.35
_05123_,119.26
_11041_,119.14
clknet_leaf_78_clk,119.14
_03267_,119.1
_14346_,119.1
_06122_,119.08
_13996_,119.08
clknet_leaf_110_clk,118.995
_07616_,118.99
_03326_,118.96
_01894_,118.92
_03747_,118.9
_02579_,118.88
_05905_,118.84
_08376_,118.7
_06027_,118.6
alu_out\[19\],118.58
_14578_,118.575
_11376_,118.48
cpuregs\[12\]\[26\],118.46
_13994_,118.43
clknet_leaf_108_clk,118.42
_08300_,118.4
_10499_,118.4
clknet_leaf_176_clk,118.31
_13975_,118.3
_06679_,118.22
_06129_,118.14
_05179_,117.92
net93,117.92
_08469_,117.845
irq_pending\[25\],117.74
clknet_leaf_40_clk,117.7
_14535_,117.665
clknet_leaf_182_clk,117.65
_02495_,117.6
_12375_,117.56
_14184_,117.5
_05281_,117.46
_08655_,117.425
_08412_,117.42
clknet_leaf_86_clk,117.24
_03171_,117.18
_10551_,117.18
net391,117.18
reg_pc\[16\],117.14
_12821_,117.02
_13971_,117.015
_10521_,116.9
_02799_,116.88
_12623_,116.81
_02008_,116.8
_07943_,116.8
_03169_,116.78
_09177_,116.775
_10369_,116.68
_11313_,116.66
_11211_,116.64
clknet_leaf_43_clk,116.63
_12183_,116.6
net26,116.6
clknet_leaf_164_clk,116.6
clknet_leaf_173_clk,116.57
_09811_,116.54
_11303_,116.54
clknet_leaf_56_clk,116.42
_05268_,116.2
irq_pending\[31\],116.18
_11275_,116.075
_12822_,115.92
_04153_,115.9
_10194_,115.8
_06678_,115.78
_03804_,115.74
_13000_,115.65
_01268_,115.545
irq_pending\[21\],115.48
clknet_leaf_104_clk,115.46
_06567_,115.39
_08130_,115.3
_07240_,115.28
_12887_,115.115
_08304_,115.1
irq_pending\[0\],115.06
_14298_,115.04
_09630_,114.94
_06048_,114.92
_07615_,114.84
clknet_leaf_122_clk,114.84
_14333_,114.78
_02391_,114.76
_14245_,114.755
_08431_,114.72
irq_mask\[8\],114.72
net30,114.67
_09431_,114.64
_04881_,114.58
_11866_,114.42
_13443_,114.36
_04842_,114.26
_07915_,114.26
clknet_leaf_141_clk,114.26
_02754_,114.14
_08611_,114.115
_14268_,114.11
_03191_,114.1
_06557_,114.08
_08675_,114.06
_01937_,114.04
_06259_,114.03
clknet_leaf_34_clk,114.02
_12075_,113.87
_09109_,113.81
_13442_,113.78
_10526_,113.64
_03330_,113.59
_14233_,113.59
_11001_,113.57
_11476_,113.4
_09979_,113.34
net13,113.3
_10948_,113.13
clknet_leaf_74_clk,113
_02231_,112.98
_11097_,112.92
alu_out\[23\],112.86
_06143_,112.84
_08363_,112.84
_08799_,112.8
_08439_,112.76
_09993_,112.74
_08673_,112.73
cpuregs\[19\]\[20\],112.68
_09542_,112.66
_05205_,112.62
_14054_,112.62
clknet_leaf_69_clk,112.36
_06544_,112.06
_04856_,112.04
reg_out\[17\],112.04
cpuregs\[12\]\[28\],111.98
_06528_,111.94
net27,111.89
reg_next_pc\[2\],111.59
_08815_,111.48
_01750_,111.47
_11004_,111.39
_06540_,111.3
_05652_,111.28
irq_pending\[7\],111.28
_08689_,111.27
_08599_,111.18
_11671_,111.16
_06506_,111.15
_05667_,111.14
_05069_,111.12
net15,111.12
clknet_leaf_153_clk,111.06
_06536_,111.04
_12797_,110.89
net250,110.8
_14450_,110.73
_10627_,110.7
_03144_,110.695
_09219_,110.695
_05151_,110.54
_13947_,110.48
_06825_,110.42
_07720_,110.4
_13764_,110.4
_05354_,110.26
_11539_,110.11
_11771_,110.06
_09153_,110.02
_09333_,109.98
_08004_,109.96
_03435_,109.95
net170,109.92
_11548_,109.9
clknet_leaf_29_clk,109.86
net9,109.84
_14190_,109.79
_11140_,109.76
_11650_,109.72
_12979_,109.7
_05483_,109.66
_05329_,109.49
_10091_,109.48
_11658_,109.46
_10944_,109.42
_07624_,109.41
_03051_,109.4
_11080_,109.38
irq_pending\[9\],109.36
net75,109.34
_09182_,109.32
clknet_leaf_109_clk,109.28
_04887_,109.26
_01739_,109.24
_10211_,109.19
_01694_,109.16
_12849_,109.12
_03549_,109.11
_09281_,109.04
reg_pc\[24\],109.04
_09663_,109.02
_08239_,108.98
_08688_,108.9
clknet_leaf_32_clk,108.815
reg_next_pc\[29\],108.76
clknet_leaf_106_clk,108.76
_14414_,108.74
clknet_leaf_168_clk,108.74
irq_mask\[27\],108.7
_09417_,108.66
_14127_,108.62
_02794_,108.6
_03043_,108.58
_08136_,108.58
clknet_leaf_36_clk,108.58
_08357_,108.5
clknet_leaf_121_clk,108.46
_05827_,108.44
clknet_leaf_131_clk,108.42
_02251_,108.28
mem_rdata_q\[2\],108.28
_06087_,108.08
genblk1.pcpi_mul.rs1\[18\],108.08
_05489_,108
latched_is_lb,108
_03432_,107.98
alu_out_q\[0\],107.96
_06136_,107.94
_11759_,107.92
reg_pc\[29\],107.84
_10013_,107.8
_07485_,107.76
_09412_,107.76
irq_active,107.74
_09302_,107.72
_09739_,107.56
_14552_,107.44
_08164_,107.28
_11474_,107.24
_07477_,107.2
_02348_,107.1
_05216_,107.04
_09069_,107.035
alu_out\[20\],106.98
genblk1.pcpi_mul.rs1\[20\],106.97
_12730_,106.86
net231,106.86
_05338_,106.83
_09745_,106.82
_10286_,106.81
_09815_,106.8
_14062_,106.78
_12796_,106.72
_09751_,106.68
_11447_,106.64
_05089_,106.62
_09587_,106.6
_07578_,106.48
_06513_,106.44
_07931_,106.36
genblk1.pcpi_mul.rs2\[1\],106.34
_10511_,106.2
_05833_,106.12
net232,106.12
_06587_,106.04
_04870_,106.02
_11010_,105.985
_05439_,105.96
_09516_,105.94
genblk1.pcpi_mul.rs1\[19\],105.9
genblk1.pcpi_mul.rs2\[10\],105.9
_14356_,105.88
_11742_,105.84
cpuregs\[19\]\[22\],105.82
_09422_,105.7
_04948_,105.69
_10897_,105.64
_06094_,105.56
_06764_,105.54
_08384_,105.54
_09629_,105.53
_03266_,105.52
genblk1.pcpi_mul.rd\[19\],105.42
reg_next_pc\[15\],105.34
_07891_,105.29
reg_pc\[10\],105.2
net175,105.18
_14634_,105.17
_04837_,105.105
net161,105.1
_12973_,105.08
_00731_,105.04
_05396_,105.04
_05831_,105.04
net265,104.98
_11422_,104.96
_09774_,104.94
_12580_,104.9
_05150_,104.84
net197,104.78
_05307_,104.76
clknet_leaf_8_clk,104.76
_10269_,104.72
count_cycle\[63\],104.72
_08808_,104.71
_01834_,104.69
_10275_,104.685
_07068_,104.64
_07990_,104.62
timer\[9\],104.615
net10,104.6
_05877_,104.54
_05390_,104.52
_05201_,104.46
_13544_,104.42
_02395_,104.38
_07750_,104.34
_10266_,104.33
_08833_,104.3
_12930_,104.26
clknet_leaf_33_clk,104.24
_14261_,104.1
clknet_leaf_94_clk,104.06
_11482_,104.02
_06252_,103.9
_01761_,103.84
_02018_,103.82
_04217_,103.8
_12000_,103.78
_06773_,103.72
_06189_,103.7
_03270_,103.68
_11144_,103.62
_11958_,103.54
net31,103.54
_11774_,103.46
_05142_,103.42
_13534_,103.32
_05835_,103.28
_09819_,103.18
net208,103.18
instr_rdinstr,103.16
_03020_,103.15
net234,103.12
_03536_,103.05
_09499_,102.96
_08150_,102.94
_14683_,102.84
_09547_,102.8
_04943_,102.79
alu_out\[28\],102.785
clknet_leaf_23_clk,102.77
_14758_,102.745
_09822_,102.64
_07209_,102.58
_03741_,102.54
_05829_,102.52
_06515_,102.46
net91,102.44
_04961_,102.385
clknet_leaf_28_clk,102.325
irq_pending\[11\],102.24
net195,102.24
clknet_leaf_116_clk,102.17
_05861_,102.08
_04928_,102.05
_08359_,102.04
net214,101.98
_13096_,101.96
mem_rdata_q\[4\],101.94
_11043_,101.92
_02617_,101.9
_03151_,101.84
_10890_,101.55
_01946_,101.54
_06550_,101.46
_11081_,101.44
_09195_,101.42
_07893_,101.4
_10505_,101.395
_04834_,101.36
net247,101.36
_06571_,101.3
_13709_,101.26
_08921_,101.16
_09922_,101.16
_03294_,101.15
_09554_,101.12
timer\[26\],101.1
_08157_,101.07
_12732_,101.04
irq_pending\[8\],101.04
_10636_,101.02
net196,100.96
_02482_,100.9
_07613_,100.82
_10545_,100.8
irq_mask\[5\],100.78
_05706_,100.76
_01935_,100.68
_13539_,100.62
_06371_,100.58
net73,100.54
_06518_,100.52
_12544_,100.42
net11,100.42
_09206_,100.4
_12341_,100.37
_11030_,100.23
_04860_,100.22
timer\[21\],100.21
_09654_,100.2
_04967_,100.16
net74,100.16
_09504_,100.1
_06225_,100.08
_02655_,99.98
net165,99.98
_11171_,99.94
_12689_,99.82
_02335_,99.72
_04876_,99.7
_02521_,99.69
_10520_,99.67
_09900_,99.59
_05124_,99.51
net264,99.46
_07064_,99.44
_02074_,99.34
reg_next_pc\[17\],99.34
_06276_,99.33
_06708_,99.29
net235,99.26
net233,99.24
clknet_leaf_114_clk,99.24
_11204_,99.23
_06899_,99.22
timer\[11\],99.21
_03839_,99.18
cpuregs\[2\]\[26\],99.18
_08986_,99.16
_12076_,99.16
_01836_,99.12
_07685_,99.12
clknet_leaf_55_clk,98.88
_06066_,98.84
genblk1.pcpi_mul.rs1\[28\],98.78
_07320_,98.76
_09957_,98.58
net95,98.54
clknet_leaf_42_clk,98.54
clknet_leaf_12_clk,98.53
clknet_leaf_149_clk,98.46
_11090_,98.44
_07696_,98.42
clknet_leaf_127_clk,98.28
_10284_,98.25
_08690_,98.24
genblk1.pcpi_mul.rd\[37\],98.22
_11566_,98.2
_07442_,98.12
_08434_,98.06
_14452_,98.05
_01568_,97.94
net94,97.84
_11644_,97.82
_08879_,97.8
_01872_,97.73
_11459_,97.62
_07065_,97.56
_06352_,97.54
_02720_,97.48
_04955_,97.48
_10501_,97.36
_13530_,97.34
_03534_,97.32
_12596_,97.3
is_beq_bne_blt_bge_bltu_bgeu,97.24
_12345_,97.22
_04952_,97.2
_03656_,97.1
_11210_,97.1
_14560_,97.1
_05842_,96.97
_01627_,96.955
_01255_,96.945
_07493_,96.94
clknet_leaf_120_clk,96.94
_08250_,96.91
net240,96.9
net227,96.88
_02179_,96.85
_12688_,96.84
_09463_,96.82
_14798_,96.81
_08714_,96.8
_04902_,96.78
_02800_,96.72
_14493_,96.68
_01861_,96.64
clknet_leaf_147_clk,96.62
_02213_,96.54
_10563_,96.52
_10908_,96.515
_02204_,96.48
clknet_leaf_111_clk,96.42
net266,96.4
_04139_,96.36
_10931_,96.34
_10513_,96.3
_06524_,96.2
_11502_,96.17
_05165_,96.14
clknet_leaf_7_clk,96.075
_03544_,96.04
_08132_,96.02
clknet_leaf_52_clk,96.02
_11964_,96
clknet_leaf_112_clk,95.98
_03942_,95.92
_01881_,95.87
_13848_,95.86
count_instr\[63\],95.86
_13942_,95.7
net72,95.68
_14140_,95.55
_04910_,95.48
timer\[23\],95.46
_07923_,95.4
_14369_,95.4
is_lb_lh_lw_lbu_lhu,95.36
_00627_,95.32
_09339_,95.32
net96,95.32
_01679_,95.3
_12484_,95.3
_02930_,95.28
net3,95.22
clknet_leaf_39_clk,95.2
_01857_,95.14
_04861_,95.04
_01585_,95.03
_05450_,95.02
clknet_leaf_102_clk,95.02
_09581_,94.96
_12263_,94.9
_13526_,94.88
mem_rdata_q\[26\],94.81
_07359_,94.8
genblk1.pcpi_mul.rs1\[21\],94.76
_13948_,94.74
